id,Project,TeamExp,YearEnd,Length,Effort,Transactions,Enitities,PointsNon Adjust,Adjustment,PointsAdju,Language,Team selections,Team size,DBMSused,Security,DBMS exp,Software tool 
751,751,3,86,6,3927,79,128,207,27,190,1,3,2,3,2,0,3
752,752,1,86,9,710,145,38,183,27,168,3,3,1,3,2,1,1
753,753,4,87,9,2429,174,78,252,41,267,3,2,9,5,2,0,3
754,754,1,85,5,6405,194,91,285,35,285,1,3,3,2,2,0,2
755,755,2,88,3,651,126,49,175,38,180,3,3,3,3,2,0,5
756,756,3,86,17,9135,317,119,436,34,432,2,3,2,1,4,0,5
757,757,4,87,11,1435,289,88,377,28,351,3,2,5,5,3,1,3
758,758,-1,87,8,5922,260,144,404,24,360,1,2,9,5,3,1,2
759,759,4,88,4,847,158,59,217,18,180,3,2,4,5,3,1,2
760,760,3,88,16,8050,302,145,447,52,523,2,3,3,2,2,1,1
761,761,1,87,9,4620,451,48,499,28,464,1,3,5,2,2,0,2
762,762,4,87,34,2352,661,132,793,23,698,3,3,6,2,5,1,2
763,763,1,88,10,2174,64,54,118,25,106,1,3,2,1,2,0,3
764,764,4,86,39,19894,284,230,514,50,591,1,3,4,1,1,0,5
765,765,1,86,18,6699,182,126,308,35,308,1,2,5,2,2,0,2
766,766,3,87,27,14987,173,332,505,19,424,1,3,5,1,3,0,3
767,767,2,88,9,4004,252,7,259,28,241,1,2,3,1,4,0,2
768,768,3,85,11,12824,131,180,311,51,361,1,2,6,5,5,1,2
769,769,3,85,8,2331,106,39,145,6,103,1,2,6,5,4,1,3
770,770,3,85,9,5817,96,108,204,29,192,1,2,6,5,4,1,3
771,771,3,85,7,2989,116,72,188,18,156,1,3,3,5,3,0,1
772,772,3,85,6,3136,86,49,135,32,131,1,3,4,5,3,0,2
773,773,3,85,17,14434,221,121,342,35,342,1,2,6,5,4,1,3
774,774,1,87,12,2583,61,96,157,18,130,1,3,3,3,2,1,3
775,775,3,86,12,3647,132,89,221,5,155,2,3,2,2,2,1,5
776,776,7,86,13,8232,45,387,432,16,350,2,2,5,2,2,1,2
777,777,1,86,12,3276,55,112,167,12,129,2,2,2,3,2,1,5
778,778,4,87,8,2723,124,52,176,14,139,2,3,4,5,3,0,3
779,779,3,87,5,3472,120,126,246,15,197,2,3,4,3,3,0,1
780,780,2,87,6,1575,47,32,79,14,62,2,3,1,3,2,1,3
781,781,1,86,12,2926,126,107,233,23,205,2,2,4,3,2,0,1
782,782,2,86,6,1876,101,45,146,15,117,2,1,1,3,5,0,1
783,783,1,86,5,2520,78,99,177,14,140,1,3,8,5,2,1,1
784,784,7,86,13,1603,69,74,143,14,113,1,3,3,1,2,1,2
785,785,3,86,8,3626,194,97,291,35,291,2,3,6,2,5,1,2
786,786,-1,87,10,6783,224,110,334,28,309,2,3,5,1,2,0,3
787,787,4,87,15,11361,323,184,507,35,507,2,3,8,1,2,0,3
788,788,3,86,6,1267,42,31,73,27,67,2,3,7,5,2,1,3
789,789,2,87,5,2548,74,43,117,25,105,2,3,5,1,2,0,3
790,790,4,87,10,1155,101,57,158,9,117,2,2,1,5,2,1,2
791,791,4,86,6,546,97,42,139,6,99,3,3,3,2,3,1,1
792,792,3,84,13,2275,134,77,211,13,165,2,3,6,5,4,1,3
793,793,5,86,26,9100,482,227,709,26,645,2,3,5,5,3,1,2
794,794,2,84,6,595,213,73,286,6,203,3,2,8,5,1,1,3
795,795,-1,84,22,3941,139,143,282,22,245,2,3,2,5,3,1,2
796,796,3,86,24,13860,473,182,655,40,688,2,2,8,1,2,1,1
797,797,4,85,12,1400,229,169,398,39,414,3,3,6,1,1,1,1
798,798,3,83,12,2800,227,73,300,34,297,1,3,2,3,3,0,1
799,799,4,82,24,9520,395,193,588,40,617,1,2,5,1,3,1,1
800,800,3,86,12,5880,469,176,645,43,697,3,3,5,3,2,1,1
801,801,4,85,36,23940,886,241,1127,34,1116,1,3,2,1,5,1,1
802,802,4,85,12,5152,253,52,305,34,302,1,3,4,1,4,0,5
803,803,0,86,4,5635,197,124,321,33,315,1,3,4,2,2,1,4
804,804,4,85,1,805,40,60,100,18,83,1,3,3,2,3,1,3
805,805,0,86,5,3829,200,119,319,30,303,1,3,8,2,2,1,1
806,806,0,86,4,2149,140,94,234,24,208,1,3,1,2,2,1,1
807,807,0,86,4,2821,97,89,186,38,192,1,2,2,2,2,1,1
808,808,1,85,9,2569,119,42,161,25,145,2,3,1,2,2,0,1
809,809,2,83,13,3913,186,52,238,25,214,1,2,1,2,2,1,1
810,810,1,85,12,7854,172,88,260,30,247,1,3,5,1,2,1,3
811,811,4,83,4,2422,78,38,116,24,103,1,3,2,2,4,1,1
812,812,1,84,21,4067,167,99,266,24,237,1,3,7,2,2,0,1
813,813,1,84,17,9051,146,112,258,40,271,1,3,4,2,2,1,1
814,814,1,84,3,2282,33,72,105,19,88,1,3,2,2,2,1,1
815,815,4,85,8,4172,162,61,223,32,216,1,3,5,5,2,1,4
816,816,4,85,9,4977,223,121,344,28,320,1,2,6,2,1,0,1
817,817,2,85,8,1617,119,48,167,26,152,2,2,5,1,2,1,2
818,818,3,85,8,3192,57,43,100,43,108,1,3,3,5,2,0,2
819,819,4,86,14,3437,68,316,384,20,326,2,2,3,3,2,1,1
820,820,4,87,14,2149,9,386,395,21,340,2,2,5,1,2,1,1
821,821,4,85,12,2112,253,52,305,34,302,1,2,2,1,2,1,2
822,822,0,86,4,1056,197,124,321,33,315,1,3,3,2,2,0,3
823,823,4,85,1,3168,40,60,100,18,83,1,3,5,1,2,1,2
824,824,0,86,5,5280,200,119,319,30,303,1,3,5,2,1,0,5
825,825,0,86,4,19008,140,94,234,24,208,1,3,7,2,1,0,5
826,826,0,86,4,7392,97,89,186,38,192,1,3,3,2,1,1,1
827,827,1,85,9,5280,119,42,161,25,145,2,3,6,2,1,1,1
828,828,2,83,13,4400,186,52,238,25,214,1,3,6,2,2,0,2
829,829,1,85,12,4224,172,88,260,30,247,1,3,6,2,1,1,1
830,830,4,83,4,6468,78,38,116,24,103,1,3,7,2,1,1,1
831,831,1,84,21,8910,167,99,266,24,237,1,3,6,2,1,1,1
832,832,1,84,17,5280,146,112,258,40,271,1,3,6,3,2,1,1
833,833,1,84,3,880,33,72,105,19,88,1,3,5,1,4,1,2
834,834,4,85,8,1848,162,61,223,32,216,1,2,5,5,2,1,2
835,835,4,85,9,1584,223,121,344,28,320,1,3,9,3,2,1,3
836,836,2,85,8,1320,119,48,167,26,152,2,2,2,1,2,0,5
837,837,3,85,8,880,57,43,100,43,108,1,3,5,2,1,1,5
838,838,4,86,14,264,68,316,384,20,326,2,3,2,2,2,1,2
839,839,4,87,14,2772,9,386,395,21,340,2,3,2,2,2,1,5
840,840,2,86,5,870,58,34,92,29,86,1,3,3,3,2,1,1
841,841,4,85,12,5152,253,52,305,34,302,1,3,6,1,2,0,2
842,842,0,86,4,5635,197,124,321,33,315,1,3,3,1,4,0,5
843,843,4,85,1,805,40,60,100,18,83,1,2,6,1,5,1,1
844,844,0,86,5,3829,200,119,319,30,303,1,2,6,2,3,1,1
845,845,0,86,4,2149,140,94,234,24,208,1,3,9,2,3,1,2
846,846,0,86,4,2821,97,89,186,38,192,1,3,7,3,3,1,1
847,847,1,85,9,2569,119,42,161,25,145,2,3,5,3,3,1,2
848,848,2,83,13,3913,186,52,238,25,214,1,3,5,3,4,0,1
849,849,1,85,12,7854,172,88,260,30,247,1,3,4,3,3,1,1
850,850,4,83,4,2422,78,38,116,24,103,1,3,4,2,2,1,3
851,851,1,84,21,4067,167,99,266,24,237,1,3,7,2,3,1,2
852,852,1,84,17,9051,146,112,258,40,271,1,3,4,3,2,1,4
853,853,1,84,3,2282,33,72,105,19,88,1,1,3,2,2,1,1
854,854,4,85,8,4172,162,61,223,32,216,1,1,5,2,2,1,1
855,855,4,85,9,4977,223,121,344,28,320,1,3,4,2,2,1,2
856,856,2,85,8,1617,119,48,167,26,152,2,1,4,2,2,1,2
857,857,3,85,8,3192,57,43,100,43,108,1,3,4,2,2,1,2
858,858,4,86,14,3437,68,316,384,20,326,2,1,2,2,2,1,2
859,859,4,87,14,4494,9,386,395,21,340,2,3,7,2,2,1,2
860,860,2,86,5,840,58,34,92,29,86,1,1,2,2,5,1,3
861,861,4,86,12,14973,318,269,587,34,581,2,3,8,5,2,1,3
862,862,4,85,18,5180,88,170,258,34,255,1,3,6,2,5,1,5
863,863,4,86,5,5775,306,132,438,37,447,1,3,3,1,2,1,1
864,864,1,87,20,10577,304,78,382,39,397,1,3,6,2,5,1,1
865,865,4,86,8,3983,89,200,289,33,283,1,3,6,2,3,1,1
866,866,1,85,14,3164,86,230,316,33,310,1,3,2,5,4,1,1
867,867,0,86,6,3542,71,235,306,37,312,1,3,4,2,3,0,2
868,868,1,85,14,4277,148,324,472,39,491,1,2,2,2,2,1,3
869,869,4,85,16,7252,116,170,286,27,263,1,2,2,2,3,1,1
870,870,1,85,14,3948,175,277,452,37,461,1,3,2,3,2,1,5
871,871,3,86,6,3927,79,128,207,27,190,1,3,2,3,2,0,3
872,872,1,86,9,710,145,38,183,27,168,3,3,1,3,2,1,1
873,873,4,87,9,2429,174,78,252,41,267,3,2,9,5,2,0,3
874,874,1,85,5,6405,194,91,285,35,285,1,3,3,2,2,0,2
875,875,2,88,3,651,126,49,175,38,180,3,3,3,3,2,0,5
876,876,3,86,17,9135,317,119,436,34,432,2,3,2,1,4,0,5
877,877,4,87,11,1435,289,88,377,28,351,3,2,5,5,3,1,3
878,878,-1,87,8,5922,260,144,404,24,360,1,2,9,5,3,1,2
879,879,4,88,4,847,158,59,217,18,180,3,2,4,5,3,1,2
880,880,3,88,16,8050,302,145,447,52,523,2,3,3,2,2,1,1
881,881,1,87,9,4620,451,48,499,28,464,1,3,5,2,2,0,2
882,882,4,87,34,2352,661,132,793,23,698,3,3,6,2,5,1,2
883,883,1,88,10,2174,64,54,118,25,106,1,3,2,1,2,0,3
884,884,4,86,39,19894,284,230,514,50,591,1,3,4,1,1,0,5
885,885,1,86,18,6699,182,126,308,35,308,1,2,5,2,2,0,2
886,886,3,87,27,14987,173,332,505,19,424,1,3,5,1,3,0,3
887,887,2,88,9,4004,252,7,259,28,241,1,2,3,1,4,0,2
888,888,3,85,11,12824,131,180,311,51,361,1,2,6,5,5,1,2
889,889,3,85,8,2331,106,39,145,6,103,1,2,6,5,4,1,3
890,890,3,85,9,5817,96,108,204,29,192,1,2,6,5,4,1,3
891,891,3,85,7,2989,116,72,188,18,156,1,3,3,5,3,0,1
892,892,3,85,6,3136,86,49,135,32,131,1,3,4,5,3,0,2
893,893,3,85,17,14434,221,121,342,35,342,1,2,6,5,4,1,3
894,894,1,87,12,2583,61,96,157,18,130,1,3,3,3,2,1,3
895,895,3,86,12,3647,132,89,221,5,155,2,3,2,2,2,1,5
896,896,7,86,13,8232,45,387,432,16,350,2,2,5,2,2,1,2
897,897,1,86,12,3276,55,112,167,12,129,2,2,2,3,2,1,5
898,898,4,87,8,2723,124,52,176,14,139,2,3,4,5,3,0,3
899,899,3,87,5,3472,120,126,246,15,197,2,3,4,3,3,0,1
900,900,2,87,6,1575,47,32,79,14,62,2,3,1,3,2,1,3
901,901,1,86,12,2926,126,107,233,23,205,2,2,4,3,2,0,1
902,902,2,86,6,1876,101,45,146,15,117,2,1,1,3,5,0,1
903,903,1,86,5,2520,78,99,177,14,140,1,3,8,5,2,1,1
904,904,7,86,13,1603,69,74,143,14,113,1,3,3,1,2,1,2
905,905,3,86,8,3626,194,97,291,35,291,2,3,6,2,5,1,2
906,906,-1,87,10,6783,224,110,334,28,309,2,3,5,1,2,0,3
907,907,4,87,15,11361,323,184,507,35,507,2,3,8,1,2,0,3
908,908,3,86,6,1267,42,31,73,27,67,2,3,7,5,2,1,3
909,909,2,87,5,2548,74,43,117,25,105,2,3,5,1,2,0,3
910,910,4,87,10,1155,101,57,158,9,117,2,2,1,5,2,1,2
911,911,4,86,6,546,97,42,139,6,99,3,3,3,2,3,1,1
912,912,3,84,13,2275,134,77,211,13,165,2,3,6,5,4,1,3
913,913,5,86,26,9100,482,227,709,26,645,2,3,5,5,3,1,2
914,914,2,84,6,595,213,73,286,6,203,3,2,8,5,1,1,3
915,915,-1,84,22,3941,139,143,282,22,245,2,3,2,5,3,1,2
916,916,3,86,24,13860,473,182,655,40,688,2,2,8,1,2,1,1
917,917,4,85,12,1400,229,169,398,39,414,3,3,6,1,1,1,1
918,918,3,83,12,2800,227,73,300,34,297,1,3,2,3,3,0,1
919,919,4,82,24,9520,395,193,588,40,617,1,2,5,1,3,1,1
920,920,3,86,12,5880,469,176,645,43,697,3,3,5,3,2,1,1
921,921,4,85,36,23940,886,241,1127,34,1116,1,3,2,1,5,1,1
922,922,4,85,12,5152,253,52,305,34,302,1,3,4,1,4,0,5
923,923,0,86,4,5635,197,124,321,33,315,1,3,4,2,2,1,4
924,924,4,85,1,805,40,60,100,18,83,1,3,3,2,3,1,3
925,925,0,86,5,3829,200,119,319,30,303,1,3,8,2,2,1,1
926,926,0,86,4,2149,140,94,234,24,208,1,3,1,2,2,1,1
927,927,0,86,4,2821,97,89,186,38,192,1,2,2,2,2,1,1
928,928,1,85,9,2569,119,42,161,25,145,2,3,1,2,2,0,1
929,929,2,83,13,3913,186,52,238,25,214,1,2,1,2,2,1,1
930,930,1,85,12,7854,172,88,260,30,247,1,3,5,1,2,1,3
931,931,4,83,4,2422,78,38,116,24,103,1,3,2,2,4,1,1
932,932,1,84,21,4067,167,99,266,24,237,1,3,7,2,2,0,1
933,933,1,84,17,9051,146,112,258,40,271,1,3,4,2,2,1,1
934,934,1,84,3,2282,33,72,105,19,88,1,3,2,2,2,1,1
935,935,4,85,8,4172,162,61,223,32,216,1,3,5,5,2,1,4
936,936,4,85,9,4977,223,121,344,28,320,1,2,6,2,1,0,1
937,937,2,85,8,1617,119,48,167,26,152,2,2,5,1,2,1,2
938,938,3,85,8,3192,57,43,100,43,108,1,3,3,5,2,0,2
939,939,4,86,14,3437,68,316,384,20,326,2,2,3,3,2,1,1
940,940,4,87,14,2149,9,386,395,21,340,2,2,5,1,2,1,1
941,941,4,85,12,2112,253,52,305,34,302,1,2,2,1,2,1,2
942,942,0,86,4,1056,197,124,321,33,315,1,3,3,2,2,0,3
943,943,4,85,1,3168,40,60,100,18,83,1,3,5,1,2,1,2
944,944,0,86,5,5280,200,119,319,30,303,1,3,5,2,1,0,5
945,945,0,86,4,19008,140,94,234,24,208,1,3,7,2,1,0,5
946,946,0,86,4,7392,97,89,186,38,192,1,3,3,2,1,1,1
947,947,1,85,9,5280,119,42,161,25,145,2,3,6,2,1,1,1
948,948,2,83,13,4400,186,52,238,25,214,1,3,6,2,2,0,2
949,949,1,85,12,4224,172,88,260,30,247,1,3,6,2,1,1,1
950,950,4,83,4,6468,78,38,116,24,103,1,3,7,2,1,1,1
951,951,1,84,21,8910,167,99,266,24,237,1,3,6,2,1,1,1
952,952,1,84,17,5280,146,112,258,40,271,1,3,6,3,2,1,1
953,953,1,84,3,880,33,72,105,19,88,1,3,5,1,4,1,2
954,954,4,85,8,1848,162,61,223,32,216,1,2,5,5,2,1,2
955,955,4,85,9,1584,223,121,344,28,320,1,3,9,3,2,1,3
956,956,2,85,8,1320,119,48,167,26,152,2,2,2,1,2,0,5
957,957,3,85,8,880,57,43,100,43,108,1,3,5,2,1,1,5
958,958,4,86,14,264,68,316,384,20,326,2,3,2,2,2,1,2
959,959,4,87,14,2772,9,386,395,21,340,2,3,2,2,2,1,5
960,960,2,86,5,870,58,34,92,29,86,1,3,3,3,2,1,1
961,961,4,85,12,5152,253,52,305,34,302,1,3,6,1,2,0,2
962,962,0,86,4,5635,197,124,321,33,315,1,3,3,1,4,0,5
963,963,4,85,1,805,40,60,100,18,83,1,2,6,1,5,1,1
964,964,0,86,5,3829,200,119,319,30,303,1,2,6,2,3,1,1
965,965,0,86,4,2149,140,94,234,24,208,1,3,9,2,3,1,2
966,966,0,86,4,2821,97,89,186,38,192,1,3,7,3,3,1,1
967,967,1,85,9,2569,119,42,161,25,145,2,3,5,3,3,1,2
968,968,2,83,13,3913,186,52,238,25,214,1,3,5,3,4,0,1
969,969,1,85,12,7854,172,88,260,30,247,1,3,4,3,3,1,1
970,970,4,83,4,2422,78,38,116,24,103,1,3,4,2,2,1,3
971,971,1,84,21,4067,167,99,266,24,237,1,3,7,2,3,1,2
972,972,1,84,17,9051,146,112,258,40,271,1,3,4,3,2,1,4
973,973,1,84,3,2282,33,72,105,19,88,1,1,3,2,2,1,1
974,974,4,85,8,4172,162,61,223,32,216,1,1,5,2,2,1,1
975,975,4,85,9,4977,223,121,344,28,320,1,3,4,2,2,1,2
976,976,2,85,8,1617,119,48,167,26,152,2,1,4,2,2,1,2
977,977,3,85,8,3192,57,43,100,43,108,1,3,4,2,2,1,2
978,978,4,86,14,3437,68,316,384,20,326,2,1,2,2,2,1,2
979,979,4,87,14,4494,9,386,395,21,340,2,3,7,2,2,1,2
980,980,2,86,5,840,58,34,92,29,86,1,1,2,2,5,1,3
981,981,4,86,12,14973,318,269,587,34,581,2,3,8,5,2,1,3
982,982,4,85,18,5180,88,170,258,34,255,1,3,6,2,5,1,5
983,983,4,86,5,5775,306,132,438,37,447,1,3,3,1,2,1,1
984,984,1,87,20,10577,304,78,382,39,397,1,3,6,2,5,1,1
985,985,4,86,8,3983,89,200,289,33,283,1,3,6,2,3,1,1
986,986,1,85,14,3164,86,230,316,33,310,1,3,2,5,4,1,1
987,987,0,86,6,3542,71,235,306,37,312,1,3,4,2,3,0,2
988,988,1,85,14,4277,148,324,472,39,491,1,2,2,2,2,1,3
989,989,4,85,16,7252,116,170,286,27,263,1,2,2,2,3,1,1
990,990,1,85,14,3948,175,277,452,37,461,1,3,2,3,2,1,5
991,991,3,86,6,3927,79,128,207,27,190,1,3,2,3,2,0,3
992,992,1,86,9,710,145,38,183,27,168,3,3,1,3,2,1,1
993,993,4,87,9,2429,174,78,252,41,267,3,2,9,5,2,0,3
994,994,1,85,5,6405,194,91,285,35,285,1,3,3,2,2,0,2
995,995,2,88,3,651,126,49,175,38,180,3,3,3,3,2,0,5
996,996,3,86,17,9135,317,119,436,34,432,2,3,2,1,4,0,5
997,997,4,87,11,1435,289,88,377,28,351,3,2,5,5,3,1,3
998,998,-1,87,8,5922,260,144,404,24,360,1,2,9,5,3,1,2
999,999,4,88,4,847,158,59,217,18,180,3,2,4,5,3,1,2
1000,1000,3,88,16,8050,302,145,447,52,523,2,3,3,2,2,1,1
